1.0,2.00,1.00,8.80,8.50,53.33,5.13,96.67,120.50,232.83,31.00,4,2,1,3,4,6,5
2.0,2.00,1.00,7.80,10.50,70.00,2.44,98.33,144.67,244.00,9.00,6,4,3,5,2,1,6
4.0,2.00,1.00,7.90,11.80,63.51,4.94,137.00,159.50,218.00,6.50,5,3,5,5,1,2,4
3.0,2.00,3.00,8.50,10.50,56.72,0.33,215.71,23.00,138.50,20.83,4,6,6,5,1,2,3
1.0,2.00,3.00,9.10,5.40,61.05,0.31,105.56,104.22,239.00,72.48,2,1,3,5,5,5,4
2.0,2.00,3.00,8.90,4.50,57.75,0.27,155.00,97.33,235.67,98.82,2,1,4,4,4,4,3
1.0,2.00,1.00,7.90,6.30,101.88,3.98,153.75,51.75,205.88,2.00,4,5,1,3,2,6,6
4.0,2.00,1.00,7.80,8.20,85.98,6.20,421.67,31.33,211.67,21.90,3,4,6,5,2,1,6
1.0,2.00,2.00,7.70,7.10,63.62,3.14,122.50,28.62,186.50,30.00,2,6,1,4,3,7,5
2.0,2.00,2.00,7.80,6.50,82.11,2.60,215.56,12.89,154.12,5.20,3,5,1,4,2,5,4
1.0,2.00,3.00,7.70,5.30,65.33,2.90,371.11,51.11,183.67,17.20,1,4,2,3,4,4,4
4.0,2.00,3.00,7.50,8.80,58.33,8.69,758.75,104.50,292.62,3.00,3,6,5,4,2,1,6
3.0,2.00,3.00,7.60,10.00,49.62,5.46,308.75,38.62,285.71,75.00,2,1,5,6,3,4,7
1.0,2.00,3.00,8.70,7.40,47.78,2.32,38.11,24.67,201.78,3.00,1,2,3,5,4,5,3
4.0,2.00,3.00,7.70,11.10,47.23,8.76,239.00,54.00,275.14,65.70,2,1,3,5,5,5,4
3.0,2.00,1.00,8.30,11.10,41.50,4.67,931.83,39.00,124.20,13.10,1,2,6,5,3,4,6
1.0,2.00,1.00,8.43,6.00,40.17,2.67,723.67,60.83,141.83,25.00,5,3,2,1,5,5,4
4.0,2.00,1.00,8.16,11.10,32.06,5.69,461.88,71.00,132.55,15.00,2,1,5,5,4,5,3
1.0,2.00,1.00,8.70,9.80,5.89,1.53,51.11,9.67,17.33,1.00,1,3,2,4,4,4,4
2.0,2.00,1.00,8.20,11.30,7.25,1.88,25.00,6.50,26.00,0.30,1,3,2,3,3,3,3
4.0,2.00,1.00,8.50,11.80,7.84,1.73,206.54,8.69,16.66,2.10,1,3,2,3,3,3,3
2.0,2.00,2.00,7.80,6.00,53.42,0.38,118.57,37.86,102.57,1.20,2,5,6,4,3,1,7
4.0,2.00,2.00,8.00,9.70,57.85,0.46,217.75,37.00,87.00,3.00,2,3,5,5,4,1,5
1.0,2.00,1.00,9.70,10.80,0.22,0.41,10.00,22.44,10.11,0.00,1,2,3,3,3,3,3
4.0,2.00,1.00,8.60,11.62,1.55,0.45,25.83,16.83,18.29,1.40,1,4,3,4,4,2,4
3.0,2.00,2.00,8.30,11.60,5.83,0.70,12.73,3.54,13.20,3.20,1,2,2,2,2,2,2
2.0,2.00,3.00,8.40,5.30,74.67,3.90,131.67,261.60,432.91,24.92,4,2,1,5,5,5,3
4.0,2.00,3.00,8.20,6.60,131.40,4.19,92.00,238.20,320.40,6.80,4,3,1,5,2,5,5
1.0,2.00,2.00,8.20,9.40,45.27,7.20,345.45,144.00,287.00,9.88,4,3,5,5,2,1,5
2.0,2.00,2.00,8.10,7.10,42.64,5.08,56.36,166.73,262.73,17.20,4,2,3,6,1,4,5
4.0,2.00,2.00,8.10,9.00,48.43,6.64,128.57,181.00,222.29,6.43,5,2,3,6,1,4,6
1.0,2.00,1.00,7.40,10.70,11.82,2.16,170.91,36.91,122.00,5.55,2,6,6,4,1,3,5
2.0,2.00,1.00,8.30,9.70,10.56,1.92,65.56,61.56,127.22,5.23,5,6,1,4,2,3,6
4.0,2.00,1.00,8.60,10.70,12.00,2.23,43.75,62.62,89.62,2.15,4,6,6,5,1,2,3
1.0,2.00,2.00,9.10,11.60,31.09,5.10,246.36,55.00,284.00,88.25,6,1,4,6,5,2,3
2.0,2.00,2.00,9.00,6.90,28.33,2.95,76.67,102.33,277.33,110.46,4,1,2,4,4,4,3
4.0,2.00,2.00,8.30,10.00,30.12,3.73,102.50,75.88,177.62,50.23,5,1,6,3,7,2,4
1.0,2.00,1.00,8.50,10.10,10.94,1.33,236.00,34.64,72.90,11.10,2,5,4,3,1,5,4
2.0,2.00,1.00,8.30,7.70,10.08,1.21,103.33,48.67,82.44,2.00,4,6,1,5,3,6,2
4.0,2.00,1.00,7.30,10.50,11.09,1.37,92.38,48.62,66.75,3.30,5,6,3,6,1,2,4
2.0,2.00,2.00,7.90,8.30,391.50,6.04,380.00,173.00,317.00,5.50,3,4,2,1,4,5,3
3.0,2.00,2.00,8.00,11.90,130.67,6.54,196.00,75.00,84.00,4.50,4,3,6,7,2,1,5
2.0,2.00,2.00,8.00,9.20,39.00,4.86,120.00,187.00,213.00,2.00,2,1,3,7,4,6,5
3.0,2.00,2.00,8.10,11.70,35.66,5.13,46.50,49.00,88.50,2.50,4,1,5,5,3,2,3
1.0,2.00,3.00,8.43,9.90,37.60,0.83,124.00,32.50,115.00,11.70,1,2,4,5,3,6,6
4.0,2.00,3.00,8.10,6.20,39.00,0.67,112.86,60.00,98.14,2.00,1,4,4,2,3,4,4
1.0,2.00,2.00,7.90,11.20,49.90,9.77,505.00,67.50,143.75,5.45,4,3,5,5,2,1,5
4.0,2.00,2.00,8.10,6.20,51.11,5.10,175.00,132.50,197.14,6.40,4,1,4,5,2,5,3
2.0,2.00,1.00,7.80,9.50,8.30,1.67,34.00,16.80,35.20,1.00,2,6,1,4,5,3,6
3.0,2.00,1.00,7.90,10.50,10.21,2.30,132.25,10.58,23.48,2.00,1,4,2,3,4,4,4
1.0,2.00,3.00,8.00,4.50,79.08,8.98,920.00,70.00,200.23,19.40,4,6,6,1,2,5,3
2.0,2.00,3.00,7.60,6.30,81.33,9.71,196.67,77.33,147.83,3.00,4,2,3,6,5,6,1
1.0,2.00,1.00,8.22,8.10,41.25,1.42,172.50,46.67,123.33,30.40,1,2,6,5,3,6,4
3.0,2.00,1.00,8.30,9.90,40.23,1.59,235.00,33.80,75.21,23.80,1,2,4,3,6,7,5
1.0,2.00,1.00,8.47,9.00,46.17,2.10,84.67,48.00,116.20,7.30,2,1,6,4,3,5,7
2.0,2.00,1.00,8.40,4.90,47.00,0.54,91.83,109.00,188.67,32.00,3,1,2,5,5,4,5
3.0,2.00,1.00,8.87,11.00,41.16,2.27,54.75,39.00,72.70,22.70,5,2,4,5,1,3,5
4.0,2.00,1.00,7.70,4.40,53.00,2.31,90.00,22.20,116.20,16.00,4,4,4,3,2,1,4
2.0,2.00,2.00,7.90,6.00,127.83,2.68,176.67,27.50,76.33,2.10,4,1,2,5,3,6,6
3.0,2.00,2.00,7.80,10.53,100.83,5.41,486.50,24.00,58.37,27.50,3,4,6,5,1,2,6
2.0,3.00,3.00,8.60,3.60,50.00,0.38,134.00,54.10,125.80,26.80,3,1,3,3,3,3,2
3.0,3.00,3.00,8.40,10.60,19.22,1.66,96.83,20.67,54.92,20.60,5,1,3,5,2,5,4
1.0,3.00,3.00,8.30,11.50,26.00,1.87,62.50,30.75,75.33,34.75,2,1,2,2,2,2,2
2.0,3.00,3.00,9.00,5.80,0.00,0.90,142.00,102.00,186.00,68.05,3,1,4,2,5,5,5
2.0,3.00,3.00,9.50,5.70,44.00,0.10,146.67,151.33,252.50,93.68,2,1,3,4,4,4,3
4.0,3.00,3.00,8.80,8.80,43.00,0.13,103.33,180.67,269.67,92.67,2,1,4,4,4,4,3
3.0,3.00,3.00,8.84,12.90,43.09,0.85,52.20,8.60,46.44,81.54,2,1,4,4,4,4,3
1.0,3.00,1.00,7.30,9.90,16.00,4.82,101.67,14.67,85.00,2.00,4,4,4,3,4,1,2
3.0,3.00,1.00,7.40,10.68,22.35,5.41,244.60,66.40,171.27,3.80,5,6,4,6,2,1,3
2.0,3.00,3.00,9.10,4.30,82.86,0.86,137.27,102.36,232.90,54.37,3,1,2,3,3,3,2
3.0,3.00,3.00,8.53,11.10,63.29,1.73,227.60,84.30,146.45,21.22,4,1,2,5,5,5,3
1.0,3.00,3.00,8.56,8.70,43.97,4.05,643.00,221.90,246.67,14.70,1,4,7,6,2,3,5
3.0,3.00,3.00,8.06,8.30,38.90,3.68,627.27,205.64,219.91,6.21,3,3,3,3,2,1,3
1.0,3.00,2.00,8.21,9.30,104.82,3.91,124.36,82.22,167.90,5.61,6,4,2,5,3,1,7
2.0,3.00,2.00,8.50,7.30,71.44,2.51,66.67,64.39,137.78,9.38,5,3,1,2,5,5,4
2.0,3.00,2.00,8.60,10.60,208.36,4.46,197.91,87.33,194.10,27.62,4,3,4,4,2,1,4
1.0,3.00,2.00,9.06,6.35,187.18,3.35,54.78,159.17,221.28,20.80,4,1,2,4,4,4,3
3.0,3.00,1.00,8.70,10.70,4.54,0.94,32.73,16.00,21.30,1.10,1,3,2,3,3,3,3
2.0,3.00,1.00,8.10,10.70,3.50,1.01,12.50,12.75,11.00,0.60,1,3,2,6,4,6,5
4.0,3.00,1.00,8.40,10.29,5.33,1.00,53.85,7.67,14.35,0.80,1,3,2,6,5,4,6
2.0,3.00,2.00,8.60,10.10,2.11,0.66,11.11,3.22,7.00,1.30,1,2,3,3,3,3,3
4.0,3.00,2.00,8.20,9.50,2.20,0.67,10.00,3.80,6.20,0.80,1,2,3,3,3,3,3
1.0,3.00,2.00,8.50,10.50,2.75,0.76,10.50,4.00,7.65,4.00,1,2,3,3,3,3,3
4.0,3.00,2.00,8.30,10.00,3.86,0.87,32.00,6.00,16.00,2.86,2,3,1,4,4,4,4
1.0,3.00,1.00,8.00,10.90,9.05,0.82,40.00,21.08,56.09,0.00,2,1,3,4,4,4,4
4.0,3.00,1.00,8.10,10.20,7.61,0.70,32.50,26.62,52.88,2.00,1,4,3,5,4,2,5
1.0,3.00,3.00,8.70,10.80,39.11,6.22,161.82,104.73,228.36,46.08,5,2,4,6,2,1,3
1.0,3.00,3.00,8.70,11.70,22.45,3.77,88.18,41.30,85.40,17.49,3,1,3,3,2,2,3
4.0,3.00,3.00,8.40,8.20,23.25,2.81,43.75,51.12,87.12,14.78,4,1,3,4,2,4,4
3.0,3.00,3.00,8.55,11.00,22.32,3.14,82.10,45.90,101.45,18.33,4,1,5,6,2,3,6
2.0,3.00,2.00,8.50,7.60,12.78,1.87,17.78,50.89,127.00,24.56,5,5,1,3,4,5,2
3.0,3.00,2.00,8.70,11.40,15.54,2.32,103.00,34.50,81.56,5.62,3,6,5,6,2,1,4
1.0,3.00,2.00,8.40,10.50,12.18,1.52,65.45,19.73,50.45,8.15,4,3,5,6,2,1,6
2.0,3.00,2.00,8.20,8.20,7.33,1.00,37.78,19.11,120.89,5.11,3,1,2,5,5,5,4
3.0,3.00,2.00,8.58,11.10,23.82,3.62,72.60,51.11,91.11,22.90,3,1,5,6,4,2,6
4.0,3.00,2.00,8.50,7.90,12.44,2.59,96.67,19.11,61.44,6.17,1,2,4,5,3,5,5
3.0,3.00,2.00,8.40,8.40,17.38,3.83,83.75,53.62,79.75,2.34,2,1,3,5,4,5,5
2.0,3.00,2.00,8.30,10.60,14.32,3.20,125.33,35.33,75.90,4.67,1,3,5,7,4,2,6
3.0,3.00,2.00,8.20,7.00,139.99,2.98,60.11,78.33,140.22,31.74,4,1,2,3,4,4,4
1.0,3.00,2.00,8.00,7.60,0.00,0.00,0.00,0.00,0.00,0.00,5,1,3,4,5,5,2
4.0,3.00,2.00,8.50,6.70,82.85,2.80,27.07,64.00,140.52,18.30,5,1,2,3,6,6,4
4.0,1.00,2.00,7.95,5.70,57.33,2.46,273.33,295.67,380.00,0.00,4,1,3,5,4,5,2
1.0,1.00,2.00,7.98,8.80,59.33,7.39,286.67,33.33,138.00,7.10,3,4,4,4,2,1,4
4.0,1.00,2.00,8.00,7.20,80.00,1.96,174.29,47.86,113.71,4.50,3,1,4,6,2,7,5
2.0,1.00,1.00,8.35,8.40,68.00,3.03,458.00,45.20,111.80,3.20,4,1,3,7,2,6,5
2.0,1.00,2.00,8.10,13.20,19.00,0.00,130.00,6.00,40.00,2.00,3,1,2,4,4,4,4
4.0,1.00,2.00,8.37,12.10,12.85,0.84,15.00,5.00,10.51,13.80,1,3,4,4,4,4,2
2.0,1.00,1.00,7.31,9.90,6.00,1.40,58.75,6.00,16.00,0.80,1,5,2,6,3,6,4
3.0,1.00,1.00,7.91,11.20,5.00,1.38,6.00,24.33,30.00,32.00,1,4,4,5,3,2,5
4.0,1.00,1.00,7.99,10.70,4.00,1.37,117.00,17.25,44.75,0.80,1,2,3,5,4,5,5
3.0,1.00,1.00,7.82,11.50,8.18,1.49,39.00,16.00,139.50,0.40,5,5,3,2,3,4,1
4.0,1.00,1.00,6.60,10.80,4.00,1.18,80.00,2.00,59.00,0.60,1,3,3,2,3,3,3
3.0,1.00,1.00,6.79,9.40,11.42,1.97,42.00,3.00,15.00,0.60,1,4,4,2,3,4,4
4.0,1.00,1.00,6.78,10.20,10.70,1.46,46.00,3.00,13.71,0.70,1,2,2,2,2,2,2
4.0,1.00,1.00,7.80,10.80,14.57,1.23,61.25,34.50,62.00,1.10,1,4,4,4,2,4,3
2.0,1.00,1.00,8.30,12.70,27.00,4.04,10.00,363.00,482.00,6.00,5,4,2,5,3,1,5
3.0,1.00,1.00,8.20,11.30,6.00,1.56,10.00,2.00,5.00,0.00,1,2,2,2,2,2,2
4.0,1.00,1.00,8.20,10.40,3.58,0.79,10.58,1.67,2.09,0.80,1,2,2,2,2,2,2
3.0,1.00,2.00,8.10,6.40,21.20,3.22,44.00,54.80,155.00,61.52,1,2,5,6,4,7,3
4.0,1.00,2.00,8.54,12.83,22.55,4.00,170.50,68.00,116.07,41.60,1,2,4,4,3,3,4
3.0,1.00,2.00,8.50,7.80,71.00,11.02,500.00,121.00,0.00,7.10,4,6,6,5,1,2,3
2.0,1.00,2.00,7.70,6.80,65.00,1.83,782.50,77.25,340.00,9.00,5,2,3,1,5,4,2
3.0,1.00,1.00,8.40,10.50,50.60,10.49,334.00,209.10,276.67,20.72,4,3,5,5,2,1,5
4.0,1.00,1.00,8.50,11.50,57.29,10.53,312.60,261.40,299.40,23.50,4,3,4,4,2,1,4
4.0,1.00,1.00,8.10,12.20,66.00,4.08,10.00,26.00,70.00,1.80,1,4,4,4,2,3,4
3.0,1.00,3.00,6.13,11.23,8.87,0.62,36.00,3.00,14.74,2.10,1,2,2,2,2,2,2
1.0,1.00,2.00,0.00,12.10,18.00,3.14,10.00,21.00,41.00,4.80,2,6,6,5,1,3,4
4.0,1.00,2.00,7.20,10.40,18.00,2.42,80.00,11.00,44.00,2.50,1,5,6,6,4,3,2
2.0,1.00,2.00,7.90,8.60,27.65,2.06,62.50,7.75,30.00,0.00,1,5,2,4,3,5,4
3.0,1.00,2.00,7.80,9.10,36.12,5.97,169.00,13.09,71.06,3.30,1,6,6,3,4,2,5
4.0,1.00,1.00,7.80,9.40,5.71,0.81,22.14,6.00,18.71,1.50,1,2,2,2,2,2,2
3.0,1.00,1.00,7.80,11.35,5.34,1.36,19.75,5.82,8.85,1.90,1,3,3,2,3,3,3
3.0,1.00,1.00,5.90,11.90,0.00,1.88,5.00,1.00,2.00,0.00,1,2,2,2,2,2,2
1.0,1.00,1.00,6.80,9.10,0.00,0.78,10.00,1.00,14.00,0.00,1,3,3,2,3,3,3
4.0,1.00,2.00,6.60,8.80,0.00,0.95,20.00,1.00,7.00,0.00,1,3,3,2,3,3,3
1.0,1.00,1.00,6.60,11.80,0.00,2.21,10.00,1.00,4.00,0.00,1,2,2,2,2,2,2
1.0,1.00,2.00,6.90,9.20,0.00,2.21,10.00,2.00,13.00,0.00,1,6,6,3,4,2,5
1.0,1.00,1.00,7.66,10.80,4.00,1.00,15.00,1.50,7.33,1.00,1,4,4,2,2,4,3
3.0,1.00,1.00,7.60,10.50,3.05,1.00,13.33,1.67,10.83,0.00,1,2,2,2,2,2,2
1.0,2.00,2.00,8.00,7.00,37.09,2.24,146.36,84.09,172.78,2.30,3,1,2,4,5,7,6
2.0,2.00,2.00,8.20,7.80,37.62,1.45,105.71,66.71,143.40,2.60,5,4,2,3,1,5,5
3.0,2.00,2.00,8.20,10.70,134.67,4.50,617.78,49.44,164.78,19.20,4,1,5,6,2,3,6
4.0,2.00,2.00,8.00,8.50,131.47,3.45,792.00,63.10,286.60,8.20,5,3,4,6,2,1,6
3.0,2.00,1.00,8.90,10.50,34.80,6.00,122.56,41.11,144.11,27.03,3,4,5,5,2,1,5
4.0,2.00,1.00,8.20,9.20,30.04,5.18,174.80,86.60,130.80,3.45,2,1,5,5,4,3,3
4.0,2.00,2.00,7.80,8.80,29.08,2.82,263.56,27.00,95.12,11.50,1,3,5,4,2,6,7
4.0,2.00,1.00,7.50,10.80,10.36,3.35,127.67,22.00,34.32,1.20,2,5,5,4,3,5,1
2.0,2.00,1.00,7.40,9.00,13.75,5.27,58.75,56.25,64.00,2.50,5,7,3,6,2,1,4
2.0,2.00,2.00,7.50,8.90,55.80,4.41,389.00,127.40,206.20,5.00,5,5,5,4,2,1,3
3.0,2.00,2.00,9.10,8.00,101.20,4.31,273.75,152.88,290.31,10.70,4,3,4,4,2,1,4
3.0,2.00,1.00,8.90,8.00,60.20,4.03,306.47,136.00,242.94,18.40,4,3,4,4,2,1,4
4.0,2.00,3.00,8.50,10.74,56.29,0.69,264.80,43.40,124.94,30.48,1,3,7,4,2,5,6
3.0,2.00,1.00,8.30,8.60,75.00,5.18,560.00,30.50,170.00,16.70,4,3,6,6,2,1,5
2.0,2.00,1.00,7.80,6.30,136.67,3.73,154.44,35.56,175.33,2.70,5,4,6,2,1,3,7
3.0,2.00,2.00,7.60,9.20,64.78,6.16,720.00,21.78,242.50,54.20,2,5,5,4,1,3,5
4.0,2.00,2.00,7.50,9.20,61.56,7.04,558.33,24.50,257.33,19.50,4,7,3,6,1,2,5
3.0,2.00,3.00,7.50,8.60,57.50,7.37,577.00,67.30,254.44,22.00,2,5,5,4,3,1,5
2.0,2.00,3.00,7.70,4.80,88.91,1.71,669.09,38.18,205.18,2.80,2,5,1,4,3,6,6
2.0,2.00,3.00,7.90,7.20,55.25,2.23,89.38,17.50,141.50,17.00,2,1,4,4,3,4,4
