user_id,gender,age,city,state,latitude,longitude,occupations,ranking
1449,M,35,Harrisburg,PA,40.343261,-76.7808,writer,a>bcf>deg
1451,M,35,Los Angeles,CA,34.061611,-118.23944,writer,bcefg>ad
1457,M,25,Sebastopol,CA,38.393314,-122.83666,academic/educator,abdf>c>g>e
1466,M,18,Columbia,SC,33.998454,-81.03519,college/grad_student,abcdg>f>e
1470,M,18,San Francisco,CA,37.782029,-122.46158,college/grad_student,cef>abg>d
1491,M,18,New Haven,CT,41.317197,-72.92798,college/grad_student,abcde>fg
1496,M,25,San Francisco,CA,37.792678,-122.40793,technician/engineer,aefg>c>bd
1497,M,50,Denver,CO,39.734387,-104.91678,customer service,abcdef>g
1503,M,25,Rancho Santa Margarita,CA,33.639994,-117.60351,programmer,bg>cdf>ae
1509,M,1,Plainview,NY,40.779911,-73.47948,other,acdef>bg
1542,M,18,Delmar,NY,42.614979,-73.84086,technician/engineer,bcdefg>a
1579,M,25,Evanston,IL,42.056391,-87.69684,other,bc>adefg
1584,M,25,Athens,OH,39.322847,-82.09728,unemployed,bcdefg>a
1586,M,45,Livingston,TX,30.712538,-94.89915,executive/managerial,bcefg>ad
1587,F,25,Atlanta,GA,33.771755,-84.38065,clerical/admin,cd>abeg>f
1592,M,35,Grimes,IA,41.67822,-93.7935,executive/managerial,abcf>d>eg
1599,M,25,Huntington Beach,CA,33.666269,-117.9693,other,bc>d>ae>fg
1605,F,18,Charlotte,NC,35.113906,-80.7613,other,bg>acde>f
1611,M,25,Rochester,NH,43.304163,-70.99816,other,abcf>d>eg
1616,M,25,New Castle,PA,40.992023,-80.32747,other,abcdf>e>g
1617,M,25,Mentor,OH,41.688162,-81.33378,programmer,bceg>ad>f
1624,M,25,Danbury,CT,41.390194,-73.45441,other,abcd>f>eg
1628,M,18,Los Angeles,CA,34.098859,-118.32745,writer,bcde>afg
1632,M,25,San Francisco,CA,37.784827,-122.727802,self-employed,bcd>af>e>g
1635,M,25,Portland,OR,45.54424,-122.64353,other,abcdf>eg
1639,M,25,Santa Rosa,CA,38.438161,-122.67419,technician/engineer,aef>bg>cd
1647,M,18,Seattle,WA,47.543348,-122.27496,tradesman/craftsman,bcd>aefg
1650,M,25,Oakland,CA,37.806427,-122.28898,unemployed,bcde>fg>a
1655,M,18,Alamo,CA,37.856683,-122.02488,college/grad_student,abdf>ceg
1666,M,25,Pittsburgh,PA,40.329619,-80.07364,sales/marketing,abdefg>c
1680,M,25,Turlock,CA,37.48858,-120.85196,writer,acefg>d>b
1685,M,35,Sacramento,CA,38.616891,-121.49623,programmer,a>bcdfg>e
1694,M,25,Seattle,WA,47.57487,-122.39392,programmer,bcdg>ae>f
1698,M,35,Portland,OR,45.51379,-122.6458,artist,abcg>f>de
1712,M,25,Edmond,OK,35.681402,-97.5331,other,aef>bcdg
1717,F,50,Atlanta,GA,33.768205,-84.33786,doctor/health_care,abc>f>eg>d
1724,M,18,Bayamon,PR,18.412462,-66.16033,college/grad_student,abcdf>eg
1764,M,18,Mesquite,TX,32.767329,-96.60759,other,abcdeg>f
1767,M,25,Dallas,TX,32.836094,-96.79524,writer,abcef>dg
1775,M,25,New Orleans,LA,29.927305,-90.10197,college/grad_student,bc>adef>g
1778,M,18,Berkeley,CA,37.868575,-122.25855,college/grad_student,abdefg>c
1780,M,35,Vienna,VA,38.896361,-77.29102,academic/educator,bef>acdg
1794,M,25,Gaithersburg,MD,39.11755,-77.23548,lawyer,bcdg>e>f>a
1800,M,18,New Orleans,LA,29.952305,-90.12347,college/grad_student,abcdf>eg
1804,M,25,Alexandria,VA,38.806163,-77.05139,executive/managerial,bcdf>e>g>a
1812,F,25,Ann Arbor,MI,42.280887,-83.79147,programmer,ag>bcdef
1817,M,35,Madison,WI,43.074296,-89.40774,academic/educator,f>abcdg>e
1820,M,25,West Des Moines,IA,41.570916,-93.73568,writer,abcg>ef>d
1837,M,25,Edison,NJ,40.516104,-74.39754,artist,abcg>def
1842,M,18,Whitewater,WI,42.818747,-88.73279,college/grad_student,abcdf>eg
1851,M,25,Helena,MT,46.696501,-111.96895,unemployed,abcdf>g>e
1855,M,18,Ventura,CA,34.278812,-119.16784,college/grad_student,abcdef>g
1860,M,56,Vallejo,CA,38.099119,-122.21035,self-employed,bcef>dg>a
1873,M,35,Boston,MA,42.33499,-71.04562,executive/managerial,efg>bcd>a
1880,M,35,Arcadia,CA,34.134057,-118.02662,other,bcdfg>ae
1884,M,45,Santa Barbara,CA,34.433687,-119.63184,writer,af>bcdeg
1889,M,18,Broomfield,CO,39.96,-105.02,sales/marketing,bcd>aef>g
1899,F,45,Brighton,MA,42.348418,-71.15349,doctor/health_care,abef>c>dg
1904,M,18,Canton,GA,34.194029,-84.43884,academic/educator,bcdef>ag
1912,M,25,Northridge,CA,34.235055,-118.51766,college/grad_student,abc>deg>f
1922,F,25,Palo Alto,CA,37.449888,-122.12749,executive/managerial,b>e>acdfg
1930,M,25,Livermore,CA,37.65778,-121.73011,scientist,af>bce>dg
1941,M,35,Livermore,CA,37.65778,-121.73011,technician/engineer,bcdef>g>a
1943,M,18,Burbank,CA,34.186755,-118.30153,college/grad_student,acd>bf>eg
1958,F,25,Mechanicsburg,PA,40.215939,-76.99827,academic/educator,bcde>af>g
1969,F,25,San Diego,CA,32.76235,-117.12246,clerical/admin,bcdef>g>a
1974,M,35,Slingerlands,NY,42.646978,-73.87151,technician/engineer,abcf>deg
1980,M,35,Milford,CT,41.21953,-73.0554,executive/managerial,af>bcdeg
1984,M,18,San Diego,CA,32.946776,-117.21918,K-12 student,bcd>afg>e
1996,M,35,Nogales,AZ,31.37737,-110.9264,other,bf>acdeg
2010,M,18,Clifton,CO,39.085981,-108.44444,college/grad_student,abcf>dg>e
2015,M,18,Amherst,MA,42.369562,-72.63599,college/grad_student,bcg>ade>f
2020,M,25,Hamilton,OH,39.404856,-84.52271,executive/managerial,bg>ae>cf>d
2022,M,25,Glen Ellyn,IL,41.869779,-88.06285,executive/managerial,abcdf>eg
2023,M,18,Mankato,MN,44.15644,-93.99388,college/grad_student,abcdf>eg
2025,M,56,Antrim,NH,43.060424,-71.95068,retired,bcd>ef>ag
2030,M,25,Humble,TX,30.062436,-95.16945,college/grad_student,abcg>f>de
2054,M,25,Bedford,NH,42.942551,-71.51993,programmer,bcdefg>a
2056,M,25,Saint Cloud,MN,45.526066,-94.20649,college/grad_student,abcdg>ef
2063,M,25,Logan,OH,39.530972,-82.40801,college/grad_student,a>bcde>fg
2071,M,45,Worcester,MA,42.286543,-71.78846,executive/managerial,bce>dfg>a
2073,F,18,Seneca Falls,NY,42.924166,-76.78366,college/grad_student,af>beg>cd
2077,M,18,Saint Paul,MN,45.076365,-93.19335,other,ag>bcdef
2092,M,56,Kalamazoo,MI,42.295005,-85.62247,academic/educator,b>afg>cde
2105,M,25,Blacksburg,VA,37.232027,-80.42127,academic/educator,abcf>d>eg
2114,M,18,Hagerstown,MD,39.633946,-77.73025,tradesman/craftsman,bcdefg>a
2116,M,18,Grand Rapids,MI,42.927801,-85.54582,college/grad_student,abcdfg>e
2119,M,35,New York,NY,40.759511,-73.99019,college/grad_student,bc>dfg>ae
2125,M,35,Carmel,IN,39.973731,-86.08875,clerical/admin,abdeg>c>f
2129,M,25,Portland,ME,43.685882,-70.2903,customer service,abdg>f>ce
2131,M,25,Framingham,MA,42.318695,-71.42344,other,abcf>dg>e
2140,M,45,Fort Wayne,IN,41.054247,-85.23878,sales/marketing,ab>cdefg
2148,F,18,Durango,CO,37.295888,-107.84945,other,acde>bg>f
2165,M,25,Orlando,FL,28.401151,-81.52488,executive/managerial,aefg>bcd
2177,F,35,Kelseyville,CA,38.939725,-122.78548,writer,abcdf>eg
2181,M,25,Cincinnati,OH,39.075329,-84.27311,other,bcd>ae>fg
2205,F,25,New York,NY,40.74618,-73.97759,executive/managerial,b>ceg>af>d
2215,F,25,Monterey,CA,36.586193,-121.88667,other,af>bcdeg
2223,M,25,Elgin,IL,42.034776,-88.32393,artist,bce>dfg>a
2232,M,25,Vernon Hills,IL,42.229856,-87.96779,sales/marketing,abcdef>g
2239,M,18,Lombard,IL,41.875429,-88.01723,K-12 student,abcdg>ef
2240,M,45,Kansas City,MO,39.165253,-94.53158,programmer,bcdeg>a>f
2242,M,18,Dekalb,IL,41.924127,-88.74617,college/grad_student,abdg>cef
2244,M,1,Naperville,IL,41.728738,-88.12824,K-12 student,abcef>dg
2265,M,56,Aurora,IL,41.766029,-88.35254,retired,bcf>deg>a
2271,M,50,Syracuse,NY,43.037166,-76.12653,sales/marketing,abef>cdg
2288,M,1,Fayetteville,NY,43.028516,-76.00876,K-12 student,a>bcdfg>e
2307,M,25,Cambridge,MA,42.393327,-71.12837,technician/engineer,abcdfg>e
2340,M,35,Ann Arbor,MI,42.266805,-83.72297,artist,abfg>cde
2411,F,35,North Grafton,MA,42.231444,-71.70523,sales/marketing,bcdfg>a>e
2429,M,25,Charlottesville,VA,38.026342,-78.5348,artist,adfg>bc>e
2436,M,25,Charlottesville,VA,38.00847,-78.47803,executive/managerial,abdef>c>g
2446,M,18,New York,NY,40.709677,-74.00365,executive/managerial,abcdf>g>e
2453,M,25,Minneapolis,MN,45.064714,-93.34155,executive/managerial,fg>abcd>e
2457,M,25,Chicago,IL,41.97508,-87.8163,other,bcd>fg>e>a
2466,M,25,Palo Alto,CA,37.449888,-122.12749,scientist,abc>defg
2484,M,45,Columbus,GA,32.471492,-84.98005,customer service,bcdf>eg>a
2504,M,25,Seattle,WA,47.68382,-122.30122,executive/managerial,abcdfg>e
2537,M,35,Bristol,TN,36.561341,-82.16869,lawyer,abcdef>g
2544,M,45,Dubuque,IA,42.515252,-90.6794,academic/educator,g>be>acdf
2562,M,18,Bothell,WA,47.790653,-122.22021,other,abcdf>g>e
2566,M,35,Los Altos,CA,37.37714,-122.12412,technician/engineer,bg>cdef>a
2567,M,25,Meriden,CT,41.536048,-72.81973,other,abcf>d>eg
2572,M,35,-999,-999,-999,-999,sales/marketing,abcfg>d>e
2573,M,45,Fremont,CA,37.562218,-121.99433,self-employed,abfg>cde
2595,M,18,Pittsburgh,PA,40.443269,-79.95487,college/grad_student,bdf>c>eg>a
2620,M,18,Muncie,IN,40.202293,-85.408221,college/grad_student,fg>ade>bc
2664,M,35,Cedar Rapids,IA,42.021016,-91.65231,executive/managerial,bcdeg>af
2679,F,18,Somerville,MA,42.381929,-71.09908,college/grad_student,abc>defg
2683,M,35,Carol Stream,IL,41.918578,-88.13688,executive/managerial,abcdfg>e
2691,M,18,Middletown,CT,41.556463,-72.658179,college/grad_student,abcdef>g
2748,M,25,Tucson,AZ,32.240625,-110.94791,college/grad_student,bc>g>d>aef
2756,M,18,Corvallis,OR,44.565648,-123.27906,college/grad_student,abcfg>de
2761,M,35,Colorado Springs,CO,38.888394,-104.73975,doctor/health_care,bcdfg>ae
2765,M,50,Lexington,MA,42.452895,-71.21619,executive/managerial,abcefg>d
2771,M,18,La Jolla,CA,32.838761,-117.26159,academic/educator,ab>ef>cdg
2786,M,25,Evanston,IL,42.056391,-87.69684,college/grad_student,abf>cdeg
2790,M,25,Phoenix,AZ,33.50711,-112.08483,writer,abcdf>eg
2793,M,35,New Orleans,LA,29.968054,-90.06403,executive/managerial,abcdfg>e
2814,M,35,Boston,MA,42.33499,-71.04562,executive/managerial,bcefg>d>a
2824,M,18,Boston,MA,42.349838,-71.06101,college/grad_student,ag>bcef>d
2837,M,18,Grand Rapids,MI,42.945727,-85.61899,other,abcf>d>eg
2841,M,50,Renton,WA,47.510739,-122.18372,programmer,ab>cd>fg>e
2847,M,18,New York,NY,40.812665,-73.95499,college/grad_student,abcd>eg>f
2866,M,25,Madison,WI,43.072994,-89.51992,executive/managerial,bcdf>e>a>g
2868,M,35,Menlo Park,CA,37.451688,-122.18385,programmer,bf>acg>d>e
2873,F,18,Warrensburg,MO,38.772117,-93.73519,college/grad_student,bcd>ef>g>a
2887,M,25,Shawnee Mission,KS,39.030172,-94.63097,clerical/admin,abcdfg>e
2888,M,25,Minneapolis,MN,44.8257,-93.38212,sales/marketing,abcd>fg>e
2895,M,25,Livingston,NJ,40.788733,-74.32134,lawyer,abcef>dg
2896,M,18,Round Lake,IL,42.366253,-88.09647,sales/marketing,bcdef>g>a
2899,M,35,San Francisco,CA,37.801878,-122.41018,sales/marketing,abf>cdeg
2900,M,18,San Jose,CA,37.213624,-121.85671,programmer,abcdf>eg
2909,M,25,Columbus,OH,39.954363,-83.123,executive/managerial,abcdef>g
2918,M,25,Seattle,WA,47.629653,-122.29752,programmer,ac>bfg>de
2928,M,25,Los Angeles,CA,34.122058,-118.3379,artist,abc>fg>de
2929,M,18,Chicago,IL,41.922682,-87.65432,artist,abcdfg>e
2931,M,18,State College,PA,40.802661,-77.89936,college/grad_student,abcf>dg>e
2946,M,35,Lake Forest,CA,33.640223,-117.69108,self-employed,f>abde>cg
2972,M,25,Corvallis,OR,44.608694,-123.2752,college/grad_student,abcg>d>ef
2994,M,35,Campbell,CA,37.278843,-121.95446,customer service,afg>bcde
2995,M,25,Corvallis,OR,44.52789,-123.2791,scientist,abcd>efg
3029,M,18,La Jolla,CA,32.838761,-117.26159,college/grad_student,abcdeg>f
3033,M,18,Providence,RI,41.83635,-71.39427,college/grad_student,bcg>de>af
3048,M,18,Scituate,MA,42.205038,-70.7513,artist,cg>abdef
3051,M,18,Redwood City,CA,37.483504,-122.2144,technician/engineer,bcdg>af>e
3067,F,25,Malden,MA,42.428549,-71.06059,other,abfg>cde
3069,M,18,Roseburg,OR,43.227287,-123.35138,college/grad_student,af>bcg>de
3075,F,25,W Hartford,CT,41.75275,-72.7546,lawyer,abc>defg
3108,M,50,Fairfax Station,VA,38.760747,-77.31684,doctor/health_care,afg>bcd>e
3110,M,25,New York,NY,40.71704,-73.987,other,bf>a>cde>g
3129,M,25,Owings Mills,MD,39.419105,-76.78388,executive/managerial,fg>abcde
3154,F,25,Davis,CA,38.549256,-121.73655,college/grad_student,a>bcdfg>e
3158,M,25,Pittsburgh,PA,40.430919,-79.92569,scientist,abcdf>e>g
3163,M,18,Davis,CA,38.549256,-121.73655,scientist,abcdf>eg
3182,M,25,Saratoga Springs,NY,43.080399,-73.77038,programmer,abcdf>g>e
3189,M,25,Marina Del Rey,CA,33.976373,-118.45458,self-employed,acd>befg
3192,M,18,Providence,RI,41.826737,-71.397699,college/grad_student,bcdg>aef
3205,F,35,Boulder,CO,40.039784,-105.27938,self-employed,abdg>c>ef
3224,F,25,Cambria,CA,35.563246,-121.07736,sales/marketing,a>eg>bcdf
3227,F,25,Chicago,IL,41.940832,-87.65852,sales/marketing,aef>cd>b>g
3228,M,25,East Fairfield,VT,44.751801,-72.88247,sales/marketing,bc>defg>a
3259,F,18,Davis,CA,38.549256,-121.73655,college/grad_student,abcdef>g
3260,M,25,Youngstown,OH,41.016159,-80.61549,college/grad_student,abefg>cd
