1,2,548,43,9,1,43,9,1,0,6,9,3,7,1,4,10,2,5,8
0,3,399,16,3,0,16,3,0,0,3,6,2,8,4,5,9,1,10,7
0,0,334,0,0,0,13,3,0,1,6,5,1,9,10,2,8,4,3,7
0,3,285,35,8,1,35,8,1,0,6,7,4,5,2,1,8,3,9,10
1,1,279,14,3,0,14,3,0,0,9,10,2,7,8,5,4,1,3,6
1,2,509,13,3,0,29,6,1,1,5,3,9,10,6,4,1,8,2,7
1,3,214,0,0,0,0,0,0,0,4,7,5,6,2,1,8,3,9,10
1,2,231,13,3,0,13,3,0,0,8,5,3,10,1,6,9,2,7,4
1,0,179,29,6,1,29,6,1,0,7,9,6,8,2,5,10,1,4,3
1,2,292,13,3,0,13,3,0,0,5,1,7,6,8,3,10,2,4,9
0,1,320,34,7,1,31,7,1,1,5,3,2,4,6,10,8,1,9,7
0,2,270,13,3,0,13,3,0,0,8,3,2,5,9,10,6,1,4,7
0,3,362,3,1,0,3,1,0,0,5,6,1,4,3,8,10,2,7,9
1,2,196,17,4,0,17,4,0,0,6,2,7,8,5,3,9,4,1,10
0,0,338,27,6,1,27,6,1,0,2,9,10,3,4,5,7,8,6,1
0,2,293,8,3,0,29,6,1,1,10,3,1,8,5,4,6,2,7,9
1,2,292,14,3,0,13,3,0,1,2,7,4,3,1,6,9,10,5,8
1,1,248,14,3,0,14,3,0,0,5,9,1,7,3,2,6,10,4,8
1,4,279,39,9,1,39,9,1,0,5,2,10,4,3,1,7,6,8,9
1,0,364,18,5,0,18,5,0,0,4,5,2,10,9,3,6,1,7,8
0,0,208,9,3,0,9,3,0,0,8,1,5,7,4,3,6,2,9,10
0,2,686,4,1,0,4,1,0,0,4,3,5,6,2,8,7,1,10,9
1,0,259,7,2,0,7,2,0,0,3,7,2,9,8,10,4,1,5,6
0,4,341,40,9,1,39,9,1,1,1,5,8,3,2,7,9,4,6,10
0,3,252,4,1,0,4,1,0,0,3,5,1,10,8,9,6,2,4,7
0,3,353,21,2,0,9,3,0,1,4,8,2,5,7,9,10,1,3,6
0,4,406,18,5,0,18,5,0,0,4,3,8,5,1,6,7,2,9,10
0,0,332,14,3,0,14,3,0,0,2,1,5,6,10,3,7,4,9,8
0,1,202,30,7,1,29,6,1,1,2,9,6,5,4,1,10,3,7,8
1,2,327,30,7,1,30,7,1,0,1,10,5,2,3,6,9,4,7,8
0,1,280,13,3,0,13,3,0,0,5,3,7,9,1,6,8,2,4,10
0,2,264,30,7,1,30,7,1,0,4,6,9,7,2,1,10,3,5,8
1,1,247,13,3,0,13,3,0,0,4,1,6,3,10,8,2,5,9,7
0,2,207,7,2,0,7,2,0,0,5,10,6,3,4,2,8,1,7,9
0,1,274,14,3,0,14,3,0,0,9,7,1,10,5,2,6,4,8,3
1,1,215,17,4,0,15,4,0,1,4,2,7,8,1,3,5,6,9,10
1,0,202,16,3,0,16,3,0,0,5,9,3,4,1,7,8,2,6,10
1,2,230,20,2,0,31,7,1,1,3,7,5,4,2,1,8,9,6,10
1,2,281,31,7,1,26,6,1,1,7,2,1,10,8,3,6,5,4,9
1,1,261,23,6,1,23,6,1,0,1,10,4,5,8,3,2,9,6,7
0,5,489,13,3,0,14,3,0,1,8,7,3,2,5,4,10,1,6,9
0,1,215,43,9,1,43,9,1,0,4,5,9,6,1,2,7,3,10,8
0,1,269,21,2,0,21,2,0,0,5,6,2,7,3,8,9,1,4,10
0,2,187,11,3,0,11,3,0,0,6,5,1,7,10,8,4,2,3,9
1,2,201,13,3,0,13,3,0,0,5,3,4,9,2,6,7,1,8,10
1,1,561,46,10,1,46,10,1,0,9,6,3,5,1,10,7,2,4,8
0,2,322,9,3,0,9,3,0,0,10,9,2,8,7,5,3,1,4,6
1,1,230,25,6,1,25,6,1,0,6,4,1,9,10,8,7,3,2,5
1,2,397,18,5,0,18,5,0,0,5,2,1,6,9,4,7,8,3,10
0,3,209,19,5,0,19,5,0,0,1,4,5,2,8,7,3,6,9,10
1,3,314,0,0,0,0,0,0,0,1,5,6,8,4,3,2,7,10,9
1,2,222,29,6,1,29,6,1,0,2,3,6,1,8,4,10,5,7,9
1,1,301,11,3,0,11,3,0,0,4,1,10,6,9,7,3,8,5,2
1,2,207,25,6,1,26,6,1,1,1,10,7,5,8,9,6,3,4,2
0,5,366,4,1,0,4,1,0,0,10,7,2,5,4,6,8,1,3,9
0,1,252,26,6,1,26,6,1,0,5,1,3,4,10,9,7,2,6,8
0,2,320,13,3,0,13,3,0,0,4,7,6,5,1,3,8,2,9,10
0,1,266,26,6,1,26,6,1,0,5,8,1,2,6,7,10,4,3,9
0,1,213,14,3,0,14,3,0,0,5,2,6,8,9,3,1,4,7,10
0,3,321,12,3,0,12,3,0,0,5,8,2,3,1,7,10,6,4,9
0,3,270,26,6,1,26,6,1,0,4,7,6,8,3,2,5,1,9,10
1,2,258,34,7,1,31,7,1,1,8,4,6,5,2,1,9,3,10,7
1,2,213,14,3,0,13,3,0,1,9,3,6,7,4,2,8,1,5,10
1,2,206,10,3,0,6,1,0,1,3,9,7,6,1,4,10,2,5,8
0,2,218,12,3,0,12,3,0,0,10,4,2,8,7,5,6,1,3,9
0,2,392,5,1,0,18,5,0,1,8,4,5,6,1,3,10,2,7,9
1,1,259,18,5,0,18,5,0,0,10,7,2,5,9,6,3,1,4,8
0,4,305,13,3,0,13,3,0,0,5,6,4,9,1,2,7,3,8,10
0,2,429,12,3,0,12,3,0,0,4,9,3,2,6,10,5,1,8,7
1,3,211,18,5,0,18,5,0,0,8,5,3,10,6,7,4,1,2,9
0,1,304,43,9,1,43,9,1,0,7,3,4,5,2,8,6,1,9,10
1,3,241,39,9,1,26,6,1,1,3,7,5,6,2,4,9,1,8,10
0,1,222,26,6,1,26,6,1,0,5,7,1,10,8,4,2,3,6,9
1,2,241,13,3,0,13,3,0,0,6,4,5,9,3,1,10,2,8,7
1,1,264,31,7,1,8,3,0,1,4,2,1,3,8,9,6,7,5,10
1,4,523,18,5,0,14,3,0,1,6,3,1,4,9,7,8,5,2,10
0,3,284,16,3,0,16,3,0,0,3,4,1,5,10,6,7,9,2,8
1,3,290,20,2,0,20,2,0,0,3,2,4,8,10,9,6,1,5,7
0,3,191,29,6,1,29,6,1,0,6,1,5,7,3,4,10,2,8,9
0,0,336,11,3,0,11,3,0,0,7,3,6,8,2,9,4,1,5,10
1,4,335,26,6,1,13,3,0,1,9,10,4,5,8,2,6,1,3,7
0,1,234,11,3,0,11,3,0,0,5,6,1,9,8,2,7,4,3,10
0,3,360,18,5,0,18,5,0,0,5,1,6,9,3,4,7,2,8,10
0,2,245,25,6,1,25,6,1,0,7,3,9,5,1,2,8,4,6,10
0,2,276,18,5,0,18,5,0,0,1,5,7,6,4,3,10,2,8,9
0,4,425,13,3,0,13,3,0,0,3,7,6,8,1,4,5,2,9,10
0,3,288,13,3,0,11,3,0,1,3,9,5,1,8,7,2,4,6,10
0,2,315,6,1,0,6,1,0,0,8,5,2,10,3,4,7,1,6,9
0,1,211,18,5,0,18,5,0,0,4,2,6,7,9,10,1,3,5,8
1,1,379,39,9,1,39,9,1,0,3,8,6,1,5,7,9,4,2,10
1,0,270,43,9,1,43,9,1,0,5,7,2,6,10,4,8,1,3,9
0,4,182,39,9,1,13,3,0,1,3,2,5,6,7,4,9,1,8,10
0,3,259,13,3,0,12,3,0,1,5,9,6,2,1,4,7,10,3,8
1,1,316,16,3,0,13,3,0,1,5,7,4,6,2,1,10,3,8,9
0,3,286,6,1,0,13,3,0,1,4,2,3,1,10,9,6,5,8,7
1,2,216,23,6,1,23,6,1,0,6,1,7,9,3,2,5,4,8,10
0,3,207,45,9,1,13,3,0,1,2,4,3,7,5,6,9,1,8,10
0,4,406,42,9,1,26,6,1,1,10,8,4,2,3,1,9,5,6,7
0,3,275,39,9,1,36,8,1,1,2,7,9,3,4,10,8,1,5,6
0,1,219,29,6,1,29,6,1,0,7,1,3,10,8,4,5,2,6,9
0,1,199,13,3,0,13,3,0,0,3,4,8,7,5,6,1,10,9,2
0,3,322,16,3,0,16,3,0,0,3,7,2,10,4,5,8,1,6,9
0,2,277,18,5,0,18,5,0,0,3,9,5,7,1,4,8,2,6,10
0,4,348,16,3,0,14,3,0,1,2,4,3,1,8,9,10,6,5,7
1,2,272,2,1,0,8,3,0,1,2,7,3,8,10,5,4,1,6,9
1,2,194,29,6,1,29,6,1,0,4,3,8,9,2,1,10,5,6,7
1,0,318,14,3,0,14,3,0,0,1,6,7,4,10,8,9,2,3,5
1,2,221,26,6,1,0,0,0,1,4,1,6,7,10,2,3,8,5,9
1,2,318,12,3,0,21,2,0,1,1,9,4,6,10,2,8,5,3,7
0,3,302,25,6,1,46,10,1,1,8,2,9,7,4,6,3,1,5,10
1,2,508,14,3,0,14,3,0,0,5,3,4,10,1,7,9,2,8,6
1,1,207,13,3,0,11,3,0,1,1,2,8,3,10,9,7,5,4,6
1,0,170,26,6,1,26,6,1,0,3,7,5,2,10,9,1,8,4,6
1,1,280,26,6,1,27,6,1,1,5,7,3,6,9,10,1,4,2,8
0,4,306,29,6,1,29,6,1,0,5,4,7,8,2,3,9,1,6,10
0,1,260,18,5,0,10,3,0,1,9,6,5,8,7,2,1,4,3,10
1,2,267,25,6,1,25,6,1,0,8,4,3,5,10,2,6,1,7,9
1,2,316,27,6,1,26,6,1,1,6,9,2,7,4,5,8,1,3,10
0,4,315,27,6,1,27,6,1,0,2,3,7,4,5,6,8,1,10,9
1,2,208,11,3,0,11,3,0,0,1,2,5,7,6,4,3,8,9,10
0,1,220,29,6,1,29,6,1,0,10,6,3,9,7,8,5,1,2,4
1,1,238,26,6,1,26,6,1,0,7,6,3,2,10,1,9,4,5,8
0,3,218,36,8,1,26,6,1,1,1,5,6,3,2,8,7,4,10,9
1,4,345,13,3,0,13,3,0,0,4,7,2,5,8,6,10,1,3,9
0,1,462,18,5,0,18,5,0,0,10,4,6,5,3,2,9,1,7,8
0,4,298,0,0,0,12,3,0,1,1,9,3,4,8,10,6,2,5,7
1,3,316,19,5,0,19,5,0,0,5,4,3,6,10,7,8,1,2,9
1,2,246,15,4,0,0,0,0,1,4,1,3,6,7,8,9,2,5,10
1,1,283,40,9,1,40,9,1,0,7,1,4,8,6,5,10,2,3,9
0,2,323,26,6,1,26,6,1,0,3,8,2,7,5,9,10,1,4,6
0,2,251,26,6,1,23,6,1,1,10,9,3,4,1,7,8,2,5,6
0,3,385,13,3,0,20,2,0,1,5,3,1,7,6,10,8,4,2,9
0,2,226,28,6,1,28,6,1,0,8,9,3,10,5,6,4,1,2,7
1,1,190,0,0,0,13,3,0,1,3,8,4,2,7,9,10,1,6,5
1,2,259,16,3,0,13,3,0,1,9,4,10,8,3,2,5,1,7,6
1,2,233,13,3,0,14,3,0,1,3,10,8,5,1,4,9,2,7,6
1,3,303,25,6,1,25,6,1,0,4,8,3,5,6,2,10,1,7,9
0,2,167,25,6,1,25,6,1,0,7,5,2,10,9,3,8,1,4,6
0,3,492,45,9,1,45,9,1,0,4,5,8,1,6,7,3,9,10,2
0,2,323,26,6,1,26,6,1,0,7,6,2,8,4,3,10,1,5,9
1,1,315,43,9,1,43,9,1,0,1,3,2,8,10,9,6,4,7,5
0,4,309,13,3,0,13,3,0,0,6,4,3,7,1,8,9,2,5,10
1,3,298,0,0,0,0,0,0,0,5,9,1,8,7,3,10,2,4,6
1,2,238,26,6,1,26,6,1,0,8,3,5,7,4,2,6,1,9,10
1,2,357,8,3,0,8,3,0,0,4,7,2,3,9,10,6,5,1,8
1,2,220,30,7,1,30,7,1,0,4,5,3,6,10,9,2,1,7,8
1,1,205,39,9,1,39,9,1,0,8,1,4,5,10,9,7,2,3,6
0,2,236,11,3,0,11,3,0,0,2,4,6,10,9,5,3,1,8,7
0,2,299,26,6,1,26,6,1,0,1,7,5,8,2,4,9,3,6,10
0,2,231,13,3,0,13,3,0,0,6,2,5,4,3,10,9,1,7,8
0,0,287,44,9,1,44,9,1,0,5,7,1,9,6,4,8,3,2,10
0,3,303,0,0,0,0,0,0,0,6,4,2,5,10,8,9,3,1,7
0,3,296,18,5,0,18,5,0,0,2,1,3,7,10,9,8,6,4,5
1,2,275,8,3,0,14,3,0,1,5,7,3,6,2,9,8,1,4,10
1,3,244,13,3,0,14,3,0,1,4,1,3,6,8,7,9,2,5,10
1,3,304,7,2,0,7,2,0,0,4,5,7,1,3,6,10,2,8,9
1,2,367,16,3,0,13,3,0,1,6,4,2,5,10,3,8,1,7,9
0,1,283,25,6,1,25,6,1,0,5,8,1,4,6,10,2,7,3,9
0,3,302,18,5,0,18,5,0,0,8,5,6,1,3,4,10,2,7,9
1,2,328,18,5,0,18,5,0,0,5,10,2,3,6,1,8,4,7,9
1,1,312,34,7,1,34,7,1,0,5,3,2,8,6,7,10,1,4,9
0,5,349,17,4,0,17,4,0,0,3,9,5,6,7,2,8,4,1,10
1,1,219,13,3,0,29,6,1,1,5,4,7,3,2,10,8,1,6,9
0,3,413,42,9,1,13,3,0,1,3,7,2,6,4,5,9,1,8,10
0,5,373,14,3,0,13,3,0,1,5,9,2,7,8,10,4,1,3,6
1,0,246,12,3,0,12,3,0,0,4,8,3,9,10,6,7,1,2,5
1,1,230,26,6,1,26,6,1,0,6,8,3,4,1,5,9,2,7,10
0,1,330,16,3,0,16,3,0,0,7,10,5,1,8,6,2,4,3,9
1,0,433,25,6,1,25,6,1,0,9,7,4,8,5,1,10,3,2,6
0,3,238,13,3,0,24,5,0,1,6,4,7,9,2,1,8,3,5,10
0,3,350,35,8,1,35,8,1,0,3,10,6,2,7,4,5,1,8,9
0,1,171,13,3,0,13,3,0,0,2,6,4,1,8,10,9,3,5,7
1,2,646,29,6,1,26,6,1,1,4,1,6,3,2,9,8,5,7,10
1,1,429,43,9,1,43,9,1,0,4,9,1,6,2,3,10,5,8,7
0,3,244,2,1,0,8,3,0,1,5,7,4,9,2,1,10,3,6,8
1,2,284,34,7,1,31,7,1,1,7,5,6,8,1,2,9,3,4,10
1,3,431,14,3,0,14,3,0,0,6,9,4,5,1,3,10,2,7,8
0,3,312,42,9,1,42,9,1,0,1,9,3,5,6,7,8,2,4,10
0,1,260,31,7,1,31,7,1,0,9,2,7,4,1,3,10,5,6,8
0,4,656,43,9,1,43,9,1,0,3,6,4,7,1,5,9,2,8,10
0,3,444,11,3,0,11,3,0,0,3,8,1,2,4,9,10,7,5,6
1,3,177,7,2,0,7,2,0,0,6,7,2,9,5,4,8,1,3,10
1,3,453,13,3,0,24,5,0,1,4,1,3,5,10,8,6,2,7,9
1,3,190,12,3,0,12,3,0,0,1,7,4,2,8,9,5,3,6,10
1,0,226,26,6,1,26,6,1,0,3,9,2,6,8,7,10,1,5,4
0,2,192,0,0,0,0,0,0,0,6,10,2,7,9,3,5,1,4,8
0,1,221,25,6,1,25,6,1,0,4,8,1,5,9,2,10,3,6,7
0,2,239,6,1,0,6,1,0,0,10,8,5,4,2,1,7,3,6,9
0,2,338,7,2,0,11,3,0,1,2,1,7,8,4,6,10,5,3,9
0,3,415,29,6,1,27,6,1,1,3,6,1,8,9,7,5,2,4,10
1,2,242,16,3,0,16,3,0,0,3,7,5,6,4,2,9,1,8,10
1,0,282,12,3,0,12,3,0,0,4,6,2,8,10,3,9,1,5,7
1,1,248,36,8,1,36,8,1,0,3,10,1,2,8,9,7,4,5,6
1,2,243,14,3,0,14,3,0,0,8,9,3,4,10,1,7,2,5,6
0,2,446,13,3,0,13,3,0,0,5,7,4,9,3,2,8,1,6,10
0,1,210,14,3,0,14,3,0,0,4,2,6,10,3,7,1,5,8,9
0,1,253,5,1,0,29,6,1,1,6,1,8,7,4,3,9,2,5,10
0,2,274,17,4,0,17,4,0,0,6,8,2,3,10,9,4,1,5,7
1,2,318,18,5,0,14,3,0,1,3,4,2,8,9,10,7,1,5,6
1,3,227,26,6,1,26,6,1,0,1,6,4,7,3,10,9,5,2,8
0,1,215,11,3,0,11,3,0,0,9,8,3,7,5,2,6,1,4,10
1,1,313,1,1,0,13,3,0,1,5,3,7,6,1,8,4,2,9,10
0,2,362,13,3,0,13,3,0,0,10,9,4,7,6,8,3,1,2,5
1,2,425,19,5,0,19,5,0,0,1,10,4,3,9,2,8,5,7,6
1,2,291,30,7,1,40,9,1,1,4,1,7,6,2,10,3,5,9,8
0,3,229,13,3,0,13,3,0,0,3,8,4,9,10,5,1,6,2,7
0,0,229,23,6,1,23,6,1,0,3,8,2,4,10,7,9,1,5,6
1,2,245,14,3,0,14,3,0,0,2,10,8,3,1,9,4,6,7,5
1,1,192,31,7,1,31,7,1,0,8,2,5,4,9,10,1,3,7,6
0,1,223,25,6,1,25,6,1,0,3,5,1,7,4,2,9,6,8,10
1,0,280,13,3,0,13,3,0,0,2,9,3,6,10,5,8,1,4,7
1,1,239,26,6,1,26,6,1,0,3,5,9,1,10,6,4,2,8,7
1,1,246,18,5,0,18,5,0,0,5,10,2,6,9,1,7,3,4,8
1,2,283,11,3,0,12,3,0,1,5,7,2,10,3,4,6,1,9,8
0,1,193,27,6,1,27,6,1,0,8,5,2,9,7,6,1,4,3,10
0,2,371,3,1,0,3,1,0,0,5,10,2,7,4,3,6,1,9,8
0,4,678,11,3,0,11,3,0,0,7,5,2,6,1,9,10,3,8,4
0,2,244,17,4,0,17,4,0,0,4,1,5,8,6,7,9,2,3,10
1,2,331,13,3,0,14,3,0,1,3,1,6,4,10,2,5,8,7,9
1,1,269,26,6,1,26,6,1,0,5,2,7,6,4,3,9,1,8,10
0,1,215,10,3,0,11,3,0,1,6,3,2,4,8,10,5,1,7,9
1,2,266,20,2,0,13,3,0,1,2,4,7,6,1,9,10,3,5,8
1,3,498,7,2,0,18,5,0,1,3,5,6,9,1,2,10,4,7,8
1,2,221,14,3,0,14,3,0,0,5,4,6,9,2,1,8,3,7,10
0,3,206,0,0,0,0,0,0,0,6,10,2,5,1,9,8,3,4,7
0,4,743,30,7,1,30,7,1,0,9,6,3,7,2,1,10,4,5,8
1,1,222,16,3,0,18,5,0,1,2,8,5,1,9,10,7,4,6,3
1,1,252,10,3,0,10,3,0,0,4,8,3,2,10,9,7,1,6,5
0,5,329,6,1,0,11,3,0,1,3,2,1,9,8,4,7,6,5,10
0,2,253,14,3,0,14,3,0,0,6,2,9,7,4,5,8,1,3,10
0,2,233,14,3,0,14,3,0,0,2,8,1,9,7,4,5,6,3,10
0,2,226,13,3,0,13,3,0,0,6,7,2,8,4,5,9,1,3,10
1,2,284,26,6,1,26,6,1,0,3,1,5,2,10,9,8,6,4,7
0,2,785,26,6,1,8,3,0,1,6,1,5,9,3,8,4,2,7,10
0,4,445,26,6,1,26,6,1,0,9,1,5,10,8,6,2,7,3,4
0,2,241,31,7,1,14,3,0,1,2,10,1,3,6,5,7,4,8,9
1,1,222,26,6,1,26,6,1,0,9,3,6,5,1,4,10,2,8,7
0,3,210,0,0,0,0,0,0,0,2,3,7,6,8,4,1,10,5,9
0,2,318,4,1,0,4,1,0,0,2,8,6,7,9,10,3,5,4,1
0,1,224,17,4,0,17,4,0,0,8,2,6,1,4,5,10,3,7,9
0,1,173,19,5,0,19,5,0,0,2,9,4,6,3,1,7,10,5,8
0,0,240,10,3,0,10,3,0,0,6,8,3,5,10,2,7,1,9,4
1,0,268,16,3,0,16,3,0,0,4,9,2,1,10,6,7,3,5,8
1,2,348,13,3,0,13,3,0,0,3,10,5,4,9,2,7,1,6,8
1,2,312,10,3,0,10,3,0,0,1,6,2,3,10,9,7,8,4,5
0,1,261,12,3,0,12,3,0,0,2,8,7,4,3,6,10,1,5,9
1,2,179,39,9,1,25,6,1,1,7,9,4,6,2,1,8,3,5,10
0,1,265,8,3,0,4,1,0,1,7,2,3,6,10,5,8,1,4,9
1,0,260,18,5,0,18,5,0,0,8,4,7,3,10,2,9,1,5,6
1,3,261,18,5,0,18,5,0,0,6,7,5,3,1,2,8,10,4,9
1,1,233,8,3,0,8,3,0,0,2,10,6,7,9,1,3,4,8,5
1,2,252,39,9,1,39,9,1,0,8,7,3,5,6,1,9,2,4,10
0,3,326,30,7,1,29,6,1,1,5,6,7,8,4,3,9,1,2,10
0,1,204,0,0,0,0,0,0,0,5,7,4,6,1,2,9,3,8,10
1,2,236,13,3,0,13,3,0,0,5,9,2,7,8,1,10,4,3,6
1,1,185,7,2,0,14,3,0,1,5,7,2,9,6,4,8,1,3,10
1,1,290,24,5,0,24,5,0,0,8,6,5,7,2,1,9,3,4,10
1,2,294,22,2,0,22,2,0,0,2,1,6,3,8,10,5,7,4,9
1,2,380,14,3,0,13,3,0,1,10,5,1,2,3,6,7,4,8,9
0,2,228,40,9,1,18,5,0,1,8,4,3,6,9,10,5,2,1,7
0,2,348,6,1,0,12,3,0,1,1,2,8,7,3,4,5,6,10,9
